,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
1878,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,13,2019-01-22 07:10:36,2019-01-22 07:10:23,1358,2019-01-22 07:10:14,2019-01-22 06:47:35,17,7,2,5,0.6905901116427432,0.9533528823556155,0.11502469714322981,0.9419698778460832,0.15128985798909572,"[224, 224]",128,128,0,3163,115847,,512.0,/mnt/seals/models/3163/,max,vgg16,5.0,SimpleRNN,2.0,True
2658,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,17,2019-01-22 09:39:06,2019-01-22 09:38:49,1910,2019-01-22 09:38:34,2019-01-22 09:06:44,13,6,3,1,0.6567783094098884,0.9669801308559901,0.08292926026793539,0.9419698766554786,0.14678401685088463,"[224, 224]",512,256,256,3368,5443847,,2048.0,/mnt/seals/models/3368/,max,resnet50,5.0,LSTM,1.0,True
2555,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,32,2019-01-22 21:34:03,2019-01-22 21:33:30,2818,2019-01-22 21:33:05,2019-01-22 20:46:06,14,2,3,6,0.7059011164274323,0.9687319362218115,0.07674121466632615,0.9419475860810012,0.1592069925105527,"[224, 224]",256,128,256,3017,1150471,,512.0,/mnt/seals/models/3017/,max,vgg16,5.0,LSTM,2.0,True
2065,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 20:58:49,2019-01-20 20:58:48,300,2019-01-20 20:58:47,2019-01-20 20:53:47,12,1,1,7,0.6675167357347784,0.960589438103457,0.09547965842514072,0.9419392405713415,0.16050568678958374,"[224, 224]",128,256,512,356,954759,,2048.0,/mnt/seals/models/356/,max,resnet50,3.0,,,True
164,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,1,2019-01-21 16:50:19,2019-01-21 16:50:17,823,2019-01-21 16:50:15,2019-01-21 16:36:32,21,6,6,6,0.6719795983423653,0.9475288638516901,0.12855919926473708,0.9419392373364045,0.15215894155999088,"[224, 224]",128,128,256,1611,215303,,512.0,/mnt/seals/models/1611/,max,vgg16,3.0,SimpleRNN,2.0,True
1755,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,15,2019-01-24 09:59:34,2019-01-24 09:59:18,2061,2019-01-24 09:59:04,2019-01-24 09:24:43,15,10,1,1,0.7335463258785943,0.9692875836504976,0.0785384646784995,0.9419238309481621,0.15220894023342854,"[224, 224]",256,0,0,4601,789255,,512.0,/mnt/seals/models/4601/,max,vgg16,10.0,LSTM,2.0,True
85,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,23,2019-01-22 12:27:57,2019-01-22 12:27:34,2782,2019-01-22 12:27:13,2019-01-22 11:40:51,14,6,4,1,0.7256778309409888,0.9722898477295118,0.06821011576193452,0.9419029980860697,0.1634794586755512,"[224, 224]",512,512,128,2833,4527111,,512.0,/mnt/seals/models/2833/,max,vgg16,5.0,LSTM,2.0,True
140,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,16,2019-01-22 09:48:38,2019-01-22 09:48:22,1450,2019-01-22 09:48:10,2019-01-22 09:24:00,13,6,1,3,0.6740031897926635,0.9622299540180588,0.09751796867916929,0.9419029966722267,0.1442000044326062,"[224, 224]",512,128,0,3419,1394183,,2048.0,/mnt/seals/models/3419/,max,resnet50,5.0,SimpleRNN,2.0,True
1277,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,10,2019-01-22 03:50:04,2019-01-22 03:49:53,1158,2019-01-22 03:49:43,2019-01-22 03:30:25,15,4,5,3,0.6988835725677831,0.9649261276981891,0.08510527227011541,0.9418807071395283,0.1485969443223003,"[224, 224]",256,512,0,2972,725767,,512.0,/mnt/seals/models/2972/,max,vgg16,5.0,GRU,1.0,True
2904,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,10,2019-01-22 03:30:15,2019-01-22 03:30:04,1139,2019-01-22 03:29:56,2019-01-22 03:10:56,14,2,6,3,0.6784688995215311,0.96449407921204,0.08673125671995427,0.9418807038653656,0.1464398644594813,"[224, 224]",256,512,512,2948,988423,,512.0,/mnt/seals/models/2948/,max,vgg16,5.0,GRU,1.0,True
1139,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,17,2019-01-22 09:06:24,2019-01-22 09:06:07,1715,2019-01-22 09:05:52,2019-01-22 08:37:17,11,1,1,6,0.6606060606060606,0.9651008367363112,0.08680294220836912,0.9418807014841563,0.1393888849630189,"[224, 224]",512,512,128,3344,5574151,,2048.0,/mnt/seals/models/3344/,max,resnet50,5.0,LSTM,1.0,True
3262,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,9,2019-01-23 21:13:23,2019-01-23 21:13:14,2424,2019-01-23 21:13:08,2019-01-23 20:32:43,9,3,2,1,0.647923322683706,0.9527617687825646,0.11580437885666706,0.9418791748650859,0.14092139721326657,"[299, 299]",256,128,512,4033,2692615,,1536.0,/mnt/seals/models/4033/,max,inception_resnet_v2,10.0,LSTM,2.0,True
442,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,4,2019-01-23 15:26:58,2019-01-23 15:26:54,2074,2019-01-23 15:26:51,2019-01-23 14:52:16,17,4,5,5,0.6599681020733652,0.9725401051135996,0.06722708323944548,0.9418584080075801,0.14757271778866296,"[224, 224]",128,256,512,3617,2168327,,2048.0,/mnt/seals/models/3617/,max,resnet50,5.0,LSTM,2.0,True
16,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,18,2019-01-24 10:45:27,2019-01-24 10:45:09,3147,2019-01-24 10:44:52,2019-01-24 09:52:25,13,2,3,5,0.6776357827476038,0.9719342669895302,0.07148845251119804,0.9418568493016402,0.14850863645266055,"[224, 224]",512,512,512,4869,8133639,,2048.0,/mnt/seals/models/4869/,max,resnet50,10.0,GRU,2.0,True
295,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,9,2019-01-24 00:11:38,2019-01-24 00:11:28,1797,2019-01-24 00:11:20,2019-01-23 23:41:23,13,5,1,4,0.5766773162939297,0.9485469412901545,0.13084007094596367,0.9418121890263023,0.15023200210182694,"[299, 299]",128,128,0,4184,869895,,1536.0,/mnt/seals/models/4184/,max,inception_resnet_v2,10.0,LSTM,1.0,True
122,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,2,2019-01-21 16:46:14,2019-01-21 16:46:12,1184,2019-01-21 16:46:11,2019-01-21 16:26:26,17,5,6,3,0.7009882052916799,0.9516315277206722,0.11868453313859903,0.9418055619661019,0.15023915252124825,"[224, 224]",512,128,512,1349,2021255,,512.0,/mnt/seals/models/1349/,max,vgg16,3.0,GRU,2.0,True
1295,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,10,2019-01-22 04:36:16,2019-01-22 04:36:05,1527,2019-01-22 04:35:55,2019-01-22 04:10:28,20,4,2,11,0.6813397129186602,0.9616822195684718,0.09405439352274146,0.9417915266104852,0.14866437994585502,"[224, 224]",128,512,0,3096,397831,,512.0,/mnt/seals/models/3096/,max,vgg16,5.0,LSTM,1.0,True
3023,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,21,2019-01-24 16:40:00,2019-01-24 16:39:39,2229,2019-01-24 16:39:21,2019-01-24 16:02:11,12,3,5,1,0.6488817891373801,0.9712128736070474,0.07471952055448754,0.9417898650652321,0.16168471867589512,"[224, 224]",256,256,256,5036,1903623,,2048.0,/mnt/seals/models/5036/,max,resnet50,10.0,GRU,1.0,True
466,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 19:47:02,2019-01-21 19:47:00,1437,2019-01-21 19:46:57,2019-01-21 19:23:00,23,3,9,8,0.6506216130060567,0.9686980362192672,0.07574362149751407,0.9417832816903917,0.14330440466841235,"[224, 224]",512,512,0,1816,5511175,,2048.0,/mnt/seals/models/1816/,max,resnet50,3.0,LSTM,1.0,True
3304,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,29,2019-01-22 18:55:32,2019-01-22 18:55:02,2494,2019-01-22 18:54:36,2019-01-22 18:13:01,13,3,1,6,0.6558213716108453,0.966895138186616,0.08278106193004522,0.9417692378219147,0.1453922720028369,"[224, 224]",256,512,0,3485,2955015,,2048.0,/mnt/seals/models/3485/,max,resnet50,5.0,GRU,2.0,True
751,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,16,2019-01-24 09:43:22,2019-01-24 09:43:06,2279,2019-01-24 09:42:52,2019-01-24 09:04:53,17,6,2,6,0.7047923322683707,0.9589279056607904,0.10388169331079596,0.9417675345456015,0.15549305037581648,"[224, 224]",128,128,512,4672,414343,,512.0,/mnt/seals/models/4672/,max,vgg16,10.0,LSTM,1.0,True
1422,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 12:09:11,2019-01-21 12:09:10,694,2019-01-21 12:09:08,2019-01-21 11:57:33,14,4,4,3,0.6608224418233981,0.9600538985923289,0.09680939143255003,0.9417610020839788,0.14770131540053053,"[224, 224]",256,512,256,1416,1052167,,512.0,/mnt/seals/models/1416/,max,vgg16,3.0,LSTM,1.0,True
3169,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,10,2019-01-22 03:00:22,2019-01-22 03:00:12,1246,2019-01-22 03:00:03,2019-01-22 02:39:17,19,5,8,3,0.6883572567783094,0.9609031137268931,0.0982743845912563,0.9417469431547338,0.15236306251881274,"[224, 224]",128,0,0,3196,247047,,512.0,/mnt/seals/models/3196/,max,vgg16,5.0,GRU,1.0,True
2074,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,1,2019-01-20 23:35:00,2019-01-20 23:34:59,269,2019-01-20 23:34:58,2019-01-20 23:30:28,8,2,1,2,0.6328548644338118,0.9514098428054926,0.12556076904117572,0.9417469427826699,0.15499461711048335,"[224, 224]",128,128,256,553,1362183,,2048.0,/mnt/seals/models/553/,max,resnet50,5.0,,,True
1851,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,3,2019-01-23 15:20:13,2019-01-23 15:20:09,1688,2019-01-23 15:20:06,2019-01-23 14:51:58,13,3,5,2,0.6644338118022328,0.9727785594255424,0.06677192726468438,0.9417469404014607,0.14779893901389785,"[224, 224]",128,256,128,3633,1673735,,2048.0,/mnt/seals/models/3633/,max,resnet50,5.0,LSTM,2.0,True
137,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,1,2019-01-21 16:27:23,2019-01-21 16:27:21,550,2019-01-21 16:27:20,2019-01-21 16:18:10,14,2,6,3,0.6891934969716289,0.9560998673748344,0.10716637249711723,0.94173872147362,0.1524705597090855,"[224, 224]",256,256,0,1467,329991,,512.0,/mnt/seals/models/1467/,max,vgg16,3.0,SimpleRNN,2.0,True
130,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,17,2019-01-22 11:46:52,2019-01-22 11:46:34,2019,2019-01-22 11:46:20,2019-01-22 11:12:41,22,6,4,9,0.6810207336523126,0.9641871594366509,0.08994657844149892,0.9417246475945995,0.15016907014501527,"[224, 224]",256,128,128,3539,722311,,2048.0,/mnt/seals/models/3539/,max,resnet50,5.0,SimpleRNN,2.0,True
2179,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,28,2019-01-22 23:56:58,2019-01-22 23:56:30,2724,2019-01-22 23:56:11,2019-01-22 23:10:46,18,2,4,9,0.6942492012779553,0.9659573479224445,0.08549564156542709,0.9417228739162503,0.15053376242420605,"[224, 224]",512,256,0,4412,1707527,,512.0,/mnt/seals/models/4412/,max,vgg16,10.0,GRU,1.0,True
1274,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,14,2019-01-22 08:56:11,2019-01-22 08:55:56,2017,2019-01-22 08:55:43,2019-01-22 08:22:05,21,7,9,2,0.6762360446570973,0.9706183138101169,0.07199703802527987,0.9417023579874884,0.1537766746069757,"[224, 224]",256,512,0,3480,2495495,,2048.0,/mnt/seals/models/3480/,max,resnet50,5.0,LSTM,1.0,True
1278,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,4,2019-01-21 20:49:21,2019-01-21 20:49:17,1091,2019-01-21 20:49:13,2019-01-21 20:31:02,11,4,2,2,0.6898310487727128,0.9656688140278978,0.0832695765468012,0.9416941616658635,0.15422573912231088,"[224, 224]",256,512,512,1409,3152903,,512.0,/mnt/seals/models/1409/,max,vgg16,3.0,LSTM,2.0,True
2355,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,22,2019-01-22 13:07:22,2019-01-22 13:07:00,2023,2019-01-22 13:06:40,2019-01-22 12:32:56,13,4,3,3,0.7125996810207337,0.956448052921384,0.1068177486344327,0.9416800609390983,0.1430002734874295,"[224, 224]",512,256,0,2877,2166791,,512.0,/mnt/seals/models/2877/,max,vgg16,5.0,GRU,2.0,True
535,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 18:49:46,2019-01-21 18:49:45,476,2019-01-21 18:49:44,2019-01-21 18:41:48,9,4,1,1,0.6764424609499522,0.9534787860223486,0.11454652118896069,0.9416718833608622,0.14924112749672352,"[224, 224]",128,512,128,1555,607879,,512.0,/mnt/seals/models/1555/,max,vgg16,3.0,SimpleRNN,2.0,True
347,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,19,2019-01-24 15:32:30,2019-01-24 15:32:10,3698,2019-01-24 15:31:53,2019-01-24 14:30:14,23,3,7,10,0.6674121405750799,0.9731476271744013,0.067699718344202,0.9416558932945035,0.16641764568701206,"[224, 224]",512,512,0,4888,5511175,,2048.0,/mnt/seals/models/4888/,max,resnet50,10.0,LSTM,1.0,True
1949,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,13,2019-01-22 07:20:23,2019-01-22 07:20:09,2048,2019-01-22 07:19:56,2019-01-22 06:45:47,18,4,3,8,0.6692185007974482,0.9676553546908544,0.08033097297456564,0.9416354735394691,0.1406640765186255,"[224, 224]",512,256,0,3384,5378055,,2048.0,/mnt/seals/models/3384/,max,resnet50,5.0,LSTM,1.0,True
1836,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,9,2019-01-22 03:12:32,2019-01-22 03:12:22,1061,2019-01-22 03:12:14,2019-01-22 02:54:33,13,4,1,5,0.7087719298245614,0.9568187164023875,0.10625694415137615,0.9416354703397192,0.1644132569822926,"[224, 224]",128,256,128,3123,345479,,512.0,/mnt/seals/models/3123/,max,vgg16,5.0,SimpleRNN,2.0,True
1513,video_mlp_concat,32,3,3137,60553,6412,0.2,1.0,0,2019-01-20 20:52:46,2019-01-20 20:52:46,205,2019-01-20 20:52:45,2019-01-20 20:49:20,10,4,1,2,0.63787057698438,0.9558898972147527,0.11042586074670743,0.9416273242224029,0.1515047778366732,"[224, 224]",128,0,0,367,787463,,2048.0,/mnt/seals/models/367/,max,resnet50,3.0,,,True
1603,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,6,2019-01-21 23:38:46,2019-01-21 23:38:39,1155,2019-01-21 23:38:33,2019-01-21 23:19:17,15,2,9,1,0.6832535885167463,0.9646475389396633,0.08705193878698228,0.9416131814023231,0.15592240688208486,"[224, 224]",512,256,256,2860,1773319,,512.0,/mnt/seals/models/2860/,max,vgg16,5.0,GRU,1.0,True
1436,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,12,2019-01-24 04:25:29,2019-01-24 04:25:16,2093,2019-01-24 04:25:05,2019-01-24 03:50:12,15,7,1,4,0.7070287539936102,0.9667142211555039,0.08413264686830309,0.9416112350128188,0.15337279388199526,"[224, 224]",512,0,0,4472,2102791,,512.0,/mnt/seals/models/4472/,max,vgg16,10.0,LSTM,1.0,True
3379,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,5,2019-01-21 22:25:20,2019-01-21 22:25:14,744,2019-01-21 22:25:10,2019-01-21 22:12:45,13,6,3,1,0.6467963021995538,0.9598274155231876,0.10090310581934914,0.9416050449878219,0.14377939770798792,"[224, 224]",128,512,0,2075,610439,,2048.0,/mnt/seals/models/2075/,max,resnet50,3.0,SimpleRNN,2.0,True
3126,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,4,2019-01-21 21:59:18,2019-01-21 21:59:13,1038,2019-01-21 21:59:09,2019-01-21 21:41:50,20,9,1,7,0.6372330251832962,0.9524147833155328,0.11929607522126782,0.9416050449506387,0.14929717439862988,"[224, 224]",256,128,128,2003,689543,,2048.0,/mnt/seals/models/2003/,max,resnet50,3.0,SimpleRNN,2.0,True
1467,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,26,2019-01-22 16:03:01,2019-01-22 16:02:34,2362,2019-01-22 16:02:11,2019-01-22 15:22:48,10,4,2,1,0.676555023923445,0.9667770909753591,0.08321542427219347,0.9415908907534329,0.16231254332893053,"[224, 224]",512,256,512,3365,5183751,,2048.0,/mnt/seals/models/3365/,max,resnet50,5.0,GRU,2.0,True
2432,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,3,2019-01-23 15:07:54,2019-01-23 15:07:50,2492,2019-01-23 15:07:48,2019-01-23 14:26:15,21,5,1,12,0.6682615629984051,0.9741856687044391,0.06283691881125422,0.9415685886449731,0.1482998297809066,"[224, 224]",256,128,128,3537,2640391,,2048.0,/mnt/seals/models/3537/,max,resnet50,5.0,LSTM,2.0,True
1267,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,8,2019-01-23 23:18:49,2019-01-23 23:18:40,3178,2019-01-23 23:18:32,2019-01-23 22:25:34,29,5,12,9,0.6246006389776357,0.9536960328467451,0.1187646607636387,0.9415665804762213,0.1535353247925206,"[299, 299]",128,256,256,4136,953095,,1536.0,/mnt/seals/models/4136/,max,inception_resnet_v2,10.0,LSTM,1.0,True
1590,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,7,2019-01-23 18:08:50,2019-01-23 18:08:43,2337,2019-01-23 18:08:38,2019-01-23 17:29:40,8,3,1,1,0.6498402555910543,0.9611512144694796,0.09571716870211038,0.9415665781099225,0.14753989232503165,"[299, 299]",512,128,512,3905,5184007,,1536.0,/mnt/seals/models/3905/,max,inception_resnet_v2,10.0,LSTM,2.0,True
3225,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,21,2019-01-24 18:01:18,2019-01-24 18:00:56,2830,2019-01-24 18:00:39,2019-01-24 17:13:29,18,9,4,2,0.6520766773162939,0.9590721848757113,0.10214430869896701,0.9415442501429134,0.14247261225553035,"[224, 224]",512,0,0,4989,3937287,,2048.0,/mnt/seals/models/4989/,max,resnet50,10.0,GRU,2.0,True
1172,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,3,2019-01-23 14:40:33,2019-01-23 14:40:30,1569,2019-01-23 14:40:28,2019-01-23 14:14:19,11,5,2,1,0.6934609250398724,0.97223318496783,0.06735441340308548,0.941524006156588,0.1485967608157094,"[224, 224]",256,256,256,3497,3215367,,2048.0,/mnt/seals/models/3497/,max,resnet50,5.0,LSTM,2.0,True
2470,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,15,2019-01-22 10:16:57,2019-01-22 10:16:41,1338,2019-01-22 10:16:28,2019-01-22 09:54:09,12,3,2,4,0.6749601275917065,0.9647372536515502,0.08796982900278237,0.9415017117870583,0.14564686691790782,"[224, 224]",256,256,256,3499,1051143,,2048.0,/mnt/seals/models/3499/,max,resnet50,5.0,SimpleRNN,2.0,True
1118,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,1.0,2,2019-01-21 19:30:54,2019-01-21 19:30:52,1415,2019-01-21 19:30:50,2019-01-21 19:07:15,22,9,9,1,0.7003506534905961,0.9562201863386243,0.10729944195731311,0.9414936435349048,0.14325360656342354,"[224, 224]",512,256,0,1341,2166791,,512.0,/mnt/seals/models/1341/,max,vgg16,3.0,GRU,2.0,True
243,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,16,2019-01-24 09:55:07,2019-01-24 09:54:51,4395,2019-01-24 09:54:37,2019-01-24 08:41:21,22,6,4,9,0.7332268370607029,0.9794651391749,0.051298853865659945,0.9414772682728042,0.16991292671063202,"[224, 224]",256,128,128,4561,1149447,,512.0,/mnt/seals/models/4561/,max,vgg16,10.0,LSTM,2.0,True
14,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,11,2019-01-22 02:24:59,2019-01-22 02:24:48,1739,2019-01-22 02:24:38,2019-01-22 01:55:38,19,11,1,4,0.6595473382212305,0.9641400467291686,0.08677222853486762,0.9414713675724441,0.15123204506715238,"[224, 224]",128,512,512,2053,2611079,,2048.0,/mnt/seals/models/2053/,max,resnet50,3.0,GRU,2.0,True
1083,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,3,2019-01-21 19:48:41,2019-01-21 19:48:38,868,2019-01-21 19:48:35,2019-01-21 19:34:06,7,1,2,1,0.7073637233025183,0.9617666845118645,0.09303997497311485,0.9414713672377955,0.1473839664953765,"[224, 224]",512,128,256,1353,2527751,,512.0,/mnt/seals/models/1353/,max,vgg16,3.0,LSTM,2.0,True
2972,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,21,2019-01-22 14:39:29,2019-01-22 14:39:07,1695,2019-01-22 14:38:49,2019-01-22 14:10:33,12,6,1,2,0.672408293460925,0.9651456930825741,0.08860933802710753,0.9414571251315571,0.14863530311096323,"[224, 224]",128,512,0,3608,1184263,,2048.0,/mnt/seals/models/3608/,max,resnet50,5.0,LSTM,1.0,True
1301,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,14,2019-01-22 07:30:03,2019-01-22 07:29:49,1893,2019-01-22 07:29:37,2019-01-22 06:58:03,17,5,4,5,0.6577352472089314,0.9667723695908627,0.08421296161679355,0.9414571243874291,0.15327873021438626,"[224, 224]",512,512,128,3348,4262919,,2048.0,/mnt/seals/models/3348/,max,resnet50,5.0,GRU,1.0,True
625,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,19,2019-01-24 14:21:41,2019-01-24 14:21:22,2437,2019-01-24 14:21:06,2019-01-24 13:40:29,12,2,4,3,0.6699680511182109,0.9685378071724925,0.08076185311716542,0.9414549376600122,0.15457521440480493,"[224, 224]",512,128,512,4928,5380231,,2048.0,/mnt/seals/models/4928/,max,resnet50,10.0,LSTM,1.0,True
2621,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,30,2019-01-22 19:26:57,2019-01-22 19:26:26,1805,2019-01-22 19:26:01,2019-01-22 18:55:55,6,1,1,1,0.6807017543859649,0.9672280284058118,0.08152320700254465,0.9414348330688238,0.15372242035341918,"[224, 224]",256,256,128,3509,2329095,,2048.0,/mnt/seals/models/3509/,max,resnet50,5.0,GRU,2.0,True
2830,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,33,2019-01-22 22:08:36,2019-01-22 22:08:02,1996,2019-01-22 22:07:37,2019-01-22 21:34:20,15,3,5,4,0.6838915470494418,0.9612903054707875,0.095841824539014,0.9414348318038064,0.14978368917059215,"[224, 224]",256,0,0,3065,789255,,512.0,/mnt/seals/models/3065/,max,vgg16,5.0,LSTM,2.0,True
2923,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,15,2019-01-22 08:00:24,2019-01-22 08:00:09,1868,2019-01-22 07:59:56,2019-01-22 07:28:48,23,2,2,16,0.6886762360446571,0.9618923411269006,0.09421721957373386,0.9414348314317424,0.15865005661597412,"[224, 224]",256,128,256,3016,855175,,512.0,/mnt/seals/models/3016/,max,vgg16,5.0,LSTM,1.0,True
1536,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,2,2019-01-21 19:37:46,2019-01-21 19:37:44,688,2019-01-21 19:37:41,2019-01-21 19:26:13,12,3,1,5,0.6640102008288173,0.9630595299281497,0.09302196479277978,0.9414268062401769,0.1528747232673842,"[224, 224]",128,128,0,2136,1132039,,2048.0,/mnt/seals/models/2136/,max,resnet50,3.0,LSTM,1.0,True
1385,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,8,2019-01-22 02:30:36,2019-01-22 02:30:27,1098,2019-01-22 02:30:19,2019-01-22 02:12:01,13,2,4,4,0.7071770334928229,0.9588679999143127,0.09948436368338259,0.9414125357971953,0.16283023093225954,"[224, 224]",128,512,512,3075,1725063,,512.0,/mnt/seals/models/3075/,max,vgg16,5.0,SimpleRNN,2.0,True
428,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,1,2019-01-21 18:43:22,2019-01-21 18:43:21,797,2019-01-21 18:43:20,2019-01-21 18:30:03,20,1,8,8,0.6971628944851769,0.9550736098593218,0.10991855546348037,0.9414045252579863,0.15881847307151062,"[224, 224]",256,512,128,1427,788231,,512.0,/mnt/seals/models/1427/,max,vgg16,3.0,SimpleRNN,2.0,True
1050,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,1,2019-01-25 10:06:52,2019-01-25 10:06:51,1930,2019-01-25 10:06:50,2019-01-25 09:34:40,19,3,3,10,0.6766773162939297,0.9666763770781411,0.08518967265094356,0.9413879500511625,0.14576217921339524,"[224, 224]",128,0,0,5240,1115527,,2048.0,/mnt/seals/models/5240/,max,resnet50,10.0,LSTM,1.0,True
3273,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,12,2019-01-22 05:46:09,2019-01-22 05:45:56,1590,2019-01-22 05:45:45,2019-01-22 05:19:14,19,4,7,5,0.6733652312599681,0.9667865347087203,0.08309595465695065,0.9413456565580713,0.1483261835867174,"[224, 224]",256,512,0,3484,1905415,,2048.0,/mnt/seals/models/3484/,max,resnet50,5.0,GRU,1.0,True
2510,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,2.0,13,2019-01-22 07:03:30,2019-01-22 07:03:16,1663,2019-01-22 07:03:04,2019-01-22 06:35:20,21,4,2,12,0.7043062200956938,0.9637645538544474,0.09002849718138668,0.9413010687863782,0.15805238312326567,"[224, 224]",256,512,0,2968,922631,,512.0,/mnt/seals/models/2968/,max,vgg16,5.0,LSTM,1.0,True
2889,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,3.0,32,2019-01-23 08:15:20,2019-01-23 08:14:47,2281,2019-01-23 08:14:25,2019-01-23 07:36:24,14,2,3,6,0.6853035143769968,0.9695453925820309,0.07810460831058066,0.9412986400090891,0.14719120852553721,"[224, 224]",128,256,256,5163,1034631,,2048.0,/mnt/seals/models/5163/,max,resnet50,10.0,SimpleRNN,2.0,True
3113,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,3.0,1,2019-01-21 18:39:04,2019-01-21 18:39:03,647,2019-01-21 18:39:02,2019-01-21 18:28:14,16,8,4,1,0.6538093720114759,0.9625452222208767,0.09354903349396682,0.941293129196631,0.14555443218181227,"[224, 224]",256,512,0,1947,987399,,2048.0,/mnt/seals/models/1947/,max,resnet50,3.0,SimpleRNN,2.0,True
